Feature,Precision,Recall
being,0.5519480519,0.0159444757
being / VBG,0.56,0.0157568936
beings,0,0
beings / NNS,0,0
believability,0.8,0.0007503283
believability / NN,0.8,0.0007503283
believable,0.4210526316,0.0015006565
believable / JJ,0.4210526316,0.0015006565
believe,0.4893617021,0.0043143875
believe / VB,0.5161290323,0.0030013131
believe / VBP,0.4375,0.0013130745
believes,0.2,0.0001875821
believes / VBZ,0.2,0.0001875821
believing,0.6666666667,0.0007503283
believing / VBG,0.6666666667,0.0007503283
belly,0.375,0.0005627462
belly / NN,0.375,0.0005627462
belongs,0.4166666667,0.0009379103
belongs / VBZ,0.4166666667,0.0009379103
below,0.4444444444,0.0007503283
below / IN,0.4444444444,0.0007503283
belt,0.5714285714,0.0007503283
ben,0.875,0.0013130745
ben / NNP,0.875,0.0013130745
beneath,0.25,0.0007503283
beneath / IN,0.25,0.0007503283
benefit,0.5555555556,0.0009379103
benefit / NN,0.6,0.0005627462
benefits,0.2,0.0001875821
benigni,1,0.002813731
benigni / NNP,1,0.002813731
benjamins,0.5,0.0005627462
besides,0.6666666667,0.0007503283
besides / IN,0.6666666667,0.0007503283
besson,0.6,0.0005627462
besson / NNP,0.6,0.0005627462
best,0.3060344828,0.0133183268
best / JJS,0.3035714286,0.0127555806
best / RB,0.4285714286,0.0005627462
bet,0.4,0.0003751641
betrayal,0,0
betrayal / NN,0,0
better,0.6130952381,0.0193209529
better / JJR,0.6046511628,0.0146314012
better / RB,0.6666666667,0.0007503283
better / RBR,0.65625,0.0039392234
betty,0.2,0.0001875821
betty / NNP,0.2,0.0001875821
between,0.4825174825,0.0129431626
between / IN,0.4825174825,0.0129431626
beyond,0.6458333333,0.0058150441
beyond / IN,0.6382978723,0.005627462
big,0.5098039216,0.0146314012
big / JJ,0.4966442953,0.013881073
big-budget,1,0.0009379103
big-budget / JJ,1,0.0009379103
big-screen,0.7142857143,0.0009379103
big-screen / JJ,0.7142857143,0.0009379103
bigelow,0.6,0.0005627462
bigelow / NNP,0.6,0.0005627462
bigger,0.5833333333,0.0013130745
bigger / JJR,0.5833333333,0.0013130745
biggest,0.7692307692,0.0018758207
biggest / JJS,0.7692307692,0.0018758207
bill,0.1666666667,0.0001875821
binoche,0.2857142857,0.0003751641
binoche / NNP,0.2857142857,0.0003751641
biography,0.4,0.0003751641
biography / NN,0.4,0.0003751641
biopic,0.5,0.0007503283
biopic / NN,0.4,0.0003751641
birot,0.5,0.0007503283
birot / NNP,0.5,0.0007503283
birthday,0.3333333333,0.0007503283
birthday / NN,0.3333333333,0.0007503283
bit,0.4050632911,0.0060026261
bit / NN,0.3974358974,0.0058150441
bite,0.5833333333,0.0013130745
bite / NN,0.3333333333,0.0003751641
bite / VB,1,0.0009379103
biting,0.6,0.0011254924
biting / VBG,0.6,0.0011254924
bits,0.8125,0.0024385669
bits / NNS,0.8125,0.0024385669
bitter,0.6666666667,0.0015006565
bitter / JJ,0.6666666667,0.0015006565
bittersweet,0.1333333333,0.0003751641
bittersweet / JJ,0.1333333333,0.0003751641
bizarre,0.5454545455,0.0022509848
bizarre / JJ,0.5454545455,0.0022509848
black,0.5957446809,0.0052522979
black / JJ,0.5777777778,0.0048771337
black-and-white,0.4,0.0003751641
black-and-white / JJ,0.4,0.0003751641
blade,0.5789473684,0.0020634027
blade / NNP,0.4444444444,0.0007503283
blade / VB,0.4,0.0003751641
blair,0.6666666667,0.0015006565
blair / NNP,0.6666666667,0.0015006565
blame,0.5,0.0005627462
bland,0.84375,0.0050647158
bland / JJ,0.84375,0.0050647158
blandness,1,0.0009379103
blandness / NN,1,0.0009379103
blank,0.8,0.0007503283
blast,0.25,0.0003751641
blast / NN,0.1428571429,0.0001875821
blatant,1,0.0009379103
blatant / JJ,1,0.0009379103
bleak,0.3333333333,0.0005627462
bleak / JJ,0.3333333333,0.0005627462
blend,0.3181818182,0.0013130745
blend / VB,0.35,0.0013130745
blind,0.7142857143,0.0009379103
blind / JJ,0.7142857143,0.0009379103
blood,0.4705882353,0.0015006565
blood / NN,0.4705882353,0.0015006565
bloody,0.3636363636,0.0007503283
bloody / JJ,0.3636363636,0.0007503283
blow,0.875,0.0013130745
blown,0.6,0.0005627462
blown / VBN,0.6,0.0005627462
blue,0.4761904762,0.0018758207
blue / JJ,0.4761904762,0.0018758207
blues,0.3333333333,0.0003751641
boasts,0.4444444444,0.0007503283
boasts / VBZ,0.4444444444,0.0007503283
boat,1,0.0009379103
boat / NN,1,0.0009379103
bob,0.6,0.0005627462
bob / NNP,0.6,0.0005627462
bodies,0.6666666667,0.0007503283
bodies / NNS,0.6666666667,0.0007503283
body,0.5625,0.0016882386
body / NN,0.5625,0.0016882386
bogdanovich,0.1666666667,0.0001875821
bogdanovich / NNP,0.1666666667,0.0001875821
bogged,0.8,0.0007503283
bogged / VBN,0.8,0.0007503283
bogs,1,0.0011254924
bogs / NNS,1,0.0011254924
bogus,0.8571428571,0.0011254924
bogus / JJ,0.8571428571,0.0011254924
boisterous,0.2,0.0001875821
boisterous / JJ,0.2,0.0001875821
bold,0.3076923077,0.0007503283
bold / JJ,0.3076923077,0.0007503283
boldly,0.1666666667,0.0001875821
boldly / RB,0.1666666667,0.0001875821
bollywood,0.2,0.0001875821
bollywood / NN,0.2,0.0001875821
bond,0.48,0.0022509848
bond / NN,0.4,0.0011254924
bond / NNP,0.6,0.0011254924
bones,0.8,0.0007503283
bones / NNS,0.8,0.0007503283
book,0.4680851064,0.0041268055
book / NN,0.4782608696,0.0041268055
books,0.3333333333,0.0007503283
books / NNS,0.3333333333,0.0007503283
borders,0.4,0.0003751641
bore,1,0.002813731
bore / VBD,1,0.0020634027
bored,0.7692307692,0.0018758207
bored / VBN,0.7272727273,0.0015006565
boring,0.9444444444,0.0095666854
boring / JJ,0.9459459459,0.0065653724
boring / NN,0.9375,0.002813731
borrows,0.5714285714,0.0007503283
borrows / VBZ,0.5714285714,0.0007503283
both,0.2955974843,0.0088163572
both / CC,0.2702702703,0.0037516413
both / DT,0.3139534884,0.0050647158
bother,0.9090909091,0.0018758207
bother / VB,0.9090909091,0.0018758207
bottom,0.6666666667,0.0015006565
bottom / JJ,0.7142857143,0.0009379103
bottom / NN,0.6,0.0005627462
boundaries,0,0
boundaries / NNS,0,0
bourne,0,0
bourne / JJ,0,0
bow,0.3333333333,0.0005627462
bow / NN,0.375,0.0005627462
bowling,0,0
bowling / NN,0,0
box,0.5714285714,0.0007503283
box / NN,0.5714285714,0.0007503283
boy,0.4054054054,0.002813731
boy / NN,0.4166666667,0.002813731
boys,0.6086956522,0.0026261489
boys / NNS,0.6363636364,0.0026261489
bracing,0,0
bracing / VBG,0,0
brain,0.55,0.0020634027
brain / NN,0.55,0.0020634027
brainless,1,0.0009379103
brainless / JJ,1,0.0009379103
brains,0.8,0.0007503283
brains / NNS,0.8,0.0007503283
brand,0.5,0.0005627462
brand / NN,0.5,0.0005627462
break,0.55,0.0020634027
break / NN,0.875,0.0013130745
break / VB,0.3333333333,0.0007503283
breaking,0.6,0.0005627462
breaking / VBG,0.6,0.0005627462
breaks,0.5714285714,0.0007503283
breakthrough,0.3333333333,0.0003751641
breakthrough / NN,0.3333333333,0.0003751641
breath,0.2222222222,0.0003751641
breath / NN,0.2222222222,0.0003751641
breathe,0.6,0.0005627462
breathtaking,0,0
breathtaking / JJ,0,0
breathtakingly,0,0
breathtakingly / RB,0,0
breezy,0.2,0.0003751641
breezy / JJ,0.2,0.0003751641
brendan,0.4,0.0003751641
brendan / NNP,0.4,0.0003751641
brian,0.5714285714,0.0007503283
brian / NNP,0.5714285714,0.0007503283
bride,0,0
bride / NN,0,0
bridge,0.3333333333,0.0003751641
brief,0.25,0.0003751641
brief / JJ,0.1428571429,0.0001875821
bright,0.4545454545,0.0018758207
bright / JJ,0.4545454545,0.0018758207
brilliance,0.5714285714,0.0007503283
brilliance / NN,0.5714285714,0.0007503283
brilliant,0.2162162162,0.0015006565
brilliant / JJ,0.2162162162,0.0015006565
brilliantly,0.25,0.0005627462
brilliantly / RB,0.25,0.0005627462
bring,0.3636363636,0.0022509848
bring / VB,0.3928571429,0.0020634027
bring / VBP,0.2,0.0001875821
bringing,0.1818181818,0.0003751641
bringing / VBG,0.1818181818,0.0003751641
brings,0.2068965517,0.0011254924
brings / VBZ,0.2068965517,0.0011254924
brisk,0.2857142857,0.0003751641
brisk / JJ,0.2857142857,0.0003751641
british,0.4545454545,0.0018758207
british / JJ,0.4285714286,0.0016882386
britney,0.9090909091,0.0018758207
britney / NNP,0.9090909091,0.0018758207
broad,0.6,0.0016882386
broad / JJ,0.6,0.0016882386
broken,0.5454545455,0.0011254924
broken / JJ,0.5,0.0007503283
brooding,0.3333333333,0.0003751641
brooding / JJ,0.3333333333,0.0003751641
broomfield,0.3076923077,0.0007503283
broomfield / NNP,0.3076923077,0.0007503283
brosnan,0.25,0.0003751641
brosnan / NNP,0.25,0.0003751641
brother,0.4615384615,0.0011254924
brother / NN,0.4615384615,0.0011254924
brothers,0.4375,0.0013130745
brothers / NNPS,0.6,0.0005627462
brothers / NNS,0.3636363636,0.0007503283
brought,0.4285714286,0.0011254924
brought / VBD,0.5,0.0007503283
brought / VBN,0.3333333333,0.0003751641
brown,0.3888888889,0.0013130745
brown / JJ,0.2222222222,0.0003751641
brown / NNP,0.5,0.0009379103
bruce,0.5,0.0007503283
bruce / NNP,0.5,0.0007503283
bruckheimer,0.6666666667,0.0007503283
bruckheimer / NNP,0.6666666667,0.0007503283
brutal,0.3076923077,0.0007503283
brutal / JJ,0.3076923077,0.0007503283
brutally,0.5,0.0009379103
brutally / RB,0.5,0.0009379103
bucks,0.5,0.0005627462
bucks / NNS,0.6,0.0005627462
buddy,0.375,0.0005627462
buddy / NN,0.4285714286,0.0005627462
budget,0.7333333333,0.0020634027
budget / NN,0.7333333333,0.0020634027
buffs,0.375,0.0005627462
buffs / NNS,0.375,0.0005627462
build,0.5,0.0009379103
build / VB,0.625,0.0009379103
building,0.5,0.0009379103
building / VBG,0.6666666667,0.0007503283
builds,0.2857142857,0.0003751641
builds / VBZ,0.2857142857,0.0003751641
built,0.8,0.0015006565
built / VBN,0.8,0.0015006565
bull,0.8,0.0007503283
bull / NN,0.8,0.0007503283
bullets,0.4285714286,0.0005627462
bullets / NNS,0.4285714286,0.0005627462
bullock,0.4736842105,0.0016882386
bullock / NNP,0.4736842105,0.0016882386
bunch,0.6666666667,0.0018758207
bunch / NN,0.6666666667,0.0018758207
buoyant,0,0
buoyant / JJ,0,0
burger,0.5,0.0005627462
buried,0.5714285714,0.0007503283
buried / VBN,0.5714285714,0.0007503283
burns,0.5333333333,0.0015006565
burns / NNP,0.6363636364,0.0013130745
bursts,0.3333333333,0.0003751641
bursts / NNS,0.3333333333,0.0003751641
business,0.5217391304,0.0022509848
business / NN,0.5,0.0020634027
busy,0.9,0.0016882386
busy / JJ,0.9,0.0016882386
but,0.5220086795,0.1579441005
but / CC,0.5220086795,0.1579441005
buy,0.6,0.0016882386
buy / VB,0.7272727273,0.0015006565
by,0.5209176788,0.0724066779
by / IN,0.5209176788,0.0724066779
by-the-numbers,0.875,0.0013130745
by-the-numbers / JJ,0.875,0.0013130745
byler,0.1666666667,0.0001875821
byler / NNP,0,0
c,0.4545454545,0.0009379103
c / NN,0.375,0.0005627462
ca,0.664,0.0155693116
ca / MD,0.6470588235,0.0144438192
cable,0.8888888889,0.0015006565
cable / NN,0.8888888889,0.0015006565
cage,0.75,0.0011254924
cage / NN,1,0.0009379103
caine,0.3,0.0005627462
caine / NNP,0.375,0.0005627462
calculated,0.8571428571,0.0011254924
calculated / VBN,1,0.0009379103
call,0.5625,0.0033764772
call / NN,0.7142857143,0.0009379103
call / VB,0.4782608696,0.0020634027
callar,0.2,0.0001875821
callar / NN,0.2,0.0001875821
called,0.5652173913,0.0024385669
called / VBN,0.619047619,0.0024385669
calls,0,0
came,0.6666666667,0.0011254924
came / VBD,0.6666666667,0.0011254924
camera,0.4047619048,0.0031888951
camera / NN,0.425,0.0031888951
camp,0.6666666667,0.0015006565
camp / NN,0.6363636364,0.0013130745
campanella,0,0
campanella / NNP,0,0
camps,0.2,0.0001875821
camps / NNS,0.2,0.0001875821
campy,1,0.0009379103
campy / JJ,1,0.0009379103
can,0.5071225071,0.033389608
can / MD,0.5057142857,0.0332020259
candid,0.2,0.0001875821
candid / JJ,0.2,0.0001875821
candy,0.6,0.0011254924
candy / NN,0.6,0.0011254924
canned,0.8,0.0007503283
canned / VBN,0.8,0.0007503283
cannes,0.5,0.0005627462
cannes / NNP,0.5,0.0005627462
canon,0.4,0.0003751641
capable,0.3846153846,0.0009379103
capable / JJ,0.3846153846,0.0009379103
capacity,0.5,0.0005627462
capacity / NN,0.5,0.0005627462
caper,0.3076923077,0.0007503283
caper / NN,0.3333333333,0.0007503283
captivating,0.0769230769,0.0001875821
captivating / JJ,0.0833333333,0.0001875821
capture,0.1538461538,0.0003751641
capture / VB,0.1666666667,0.0003751641
captured,0.5,0.0005627462
captured / VBN,0.5,0.0005627462
captures,0.0666666667,0.0003751641
captures / VBZ,0.0689655172,0.0003751641
capturing,0.1428571429,0.0001875821
capturing / VBG,0.1428571429,0.0001875821
car,0.8888888889,0.0030013131
car / NN,0.8888888889,0.0030013131
card,0.8571428571,0.0011254924
card / NN,0.8571428571,0.0011254924
care,0.6428571429,0.008441193
care / NN,0.2142857143,0.0005627462
care / VB,0.7884615385,0.0076908648
career,0.5666666667,0.0031888951
career / NN,0.5666666667,0.0031888951
careful,0.375,0.0005627462
careful / JJ,0.375,0.0005627462
carefully,0.3,0.0005627462
carefully / RB,0.3,0.0005627462
cares,0.5555555556,0.0009379103
cares / VBZ,0.5555555556,0.0009379103
caring,0.6666666667,0.0007503283
caring / VBG,0.8,0.0007503283
carmen,0.3333333333,0.0003751641
carmen / NNP,0.3333333333,0.0003751641
carpenter,0.8,0.0007503283
carried,0.3333333333,0.0003751641
carries,0.2857142857,0.0007503283
carries / VBZ,0.2857142857,0.0007503283
carry,0.25,0.0003751641
carry / VB,0.4,0.0003751641
carrying,0.6,0.0005627462
carrying / VBG,0.6,0.0005627462
cartoon,0.7142857143,0.0037516413
cartoon / NN,0.7142857143,0.0037516413
cartoonish,0.6666666667,0.0007503283
cartoonish / JJ,0.6666666667,0.0007503283
cartoons,0.5,0.0007503283
cartoons / NNS,0.5,0.0007503283
caruso,0.2,0.0001875821
caruso / NNP,0.2,0.0001875821
carvey,1,0.0016882386
carvey / NNP,1,0.0015006565
case,0.575,0.0043143875
case / NN,0.575,0.0043143875
cast,0.3959731544,0.011067342
cast / NN,0.3834586466,0.0095666854
cast / VBD,0.4285714286,0.0005627462
cast / VBN,0.6666666667,0.0011254924
casting,0.44,0.0020634027
casting / NN,0.5294117647,0.0016882386
casting / VBG,0.25,0.0003751641
castro,0.5,0.0005627462
castro / NNP,0.5,0.0005627462
casts,0,0
casts / VBZ,0,0
casual,0.6666666667,0.0011254924
casual / JJ,0.6666666667,0.0011254924
cat,0.125,0.0001875821
cat / NN,0.125,0.0001875821
catch,0.4166666667,0.0009379103
catch / VB,0.4,0.0007503283
catches,0.8,0.0007503283
catches / VBZ,0.8,0.0007503283
category,0.7777777778,0.0013130745
category / NN,0.7777777778,0.0013130745
caught,0.5,0.0007503283
caught / VBN,0.3333333333,0.0003751641
cause,0.6,0.0016882386
cause / NN,0.6666666667,0.0011254924
cause / VB,0.5,0.0005627462
cautionary,0.4285714286,0.0011254924
cautionary / JJ,0.4285714286,0.0011254924
celebrates,0.3,0.0005627462
celebrates / VBZ,0.3,0.0005627462
celebration,0.25,0.0003751641
celebration / NN,0.25,0.0003751641
celebrity,0.1666666667,0.0001875821
celebrity / NN,0.1666666667,0.0001875821
cell,0.4,0.0003751641
cell / NN,0.4,0.0003751641
celluloid,0.6666666667,0.0007503283
center,0.6923076923,0.0016882386
center / NN,0.6923076923,0.0016882386
central,0.6666666667,0.0026261489
central / JJ,0.6666666667,0.0026261489
century,0.3333333333,0.0011254924
century / NN,0.3333333333,0.0009379103
cerebral,0.5,0.0005627462
cerebral / JJ,0.5,0.0005627462
certain,0.3571428571,0.0018758207
certain / JJ,0.3571428571,0.0018758207
certainly,0.5272727273,0.0054398799
certainly / RB,0.5272727273,0.0054398799
cgi,0.5555555556,0.0009379103
cgi / NN,0.6666666667,0.0007503283
chabrol,0.1111111111,0.0001875821
chabrol / NNP,0.1111111111,0.0001875821
challenges,0.1111111111,0.0001875821
challenges / VBZ,0,0
challenging,0.1764705882,0.0005627462
challenging / JJ,0.0714285714,0.0001875821
chamber,0.6666666667,0.0007503283
chamber / NN,0.6,0.0005627462
chan,0.8888888889,0.0030013131
chan / NNP,0.8888888889,0.0030013131
chance,0.1875,0.0005627462
chance / NN,0.1875,0.0005627462
chances,0.625,0.0009379103
chances / NNS,0.625,0.0009379103
change,0.4516129032,0.0026261489
change / NN,0.2941176471,0.0009379103
change / VB,0.6666666667,0.0015006565
changes,0.375,0.0005627462
changes / NNS,0.375,0.0005627462
changing,0.1818181818,0.0003751641
changing / VBG,0.1818181818,0.0003751641
channel,0.7272727273,0.0015006565
channel / NNP,0.6666666667,0.0007503283
chaotic,0.7272727273,0.0015006565
chaotic / JJ,0.7272727273,0.0015006565
character,0.5100671141,0.0142562371
character / NN,0.5100671141,0.0142562371
characterization,0.75,0.0011254924
characterization / NN,0.75,0.0011254924
characterizations,0.5454545455,0.0011254924
characterizations / NNS,0.5454545455,0.0011254924
characters,0.5349544073,0.0330144438
characters / NNS,0.5349544073,0.0330144438
charged,0.5,0.0005627462
charged / VBN,0.5,0.0005627462
charisma,0.3684210526,0.0013130745
charisma / NN,0.3888888889,0.0013130745
charismatic,0.3,0.0005627462
charismatic / JJ,0.3,0.0005627462
charles,0.3333333333,0.0003751641
charles / NNP,0.3333333333,0.0003751641
charlie,0.5454545455,0.0011254924
charlie / NNP,0.5454545455,0.0011254924
charlotte,0.2,0.0001875821
charlotte / NNP,0.2,0.0001875821
charm,0.3768115942,0.0048771337
charm / NN,0.3768115942,0.0048771337
charmer,0.125,0.0001875821
charmer / NN,0.125,0.0001875821
charming,0.224137931,0.0024385669
charming / JJ,0.224137931,0.0024385669
charmless,1,0.0009379103
charmless / JJ,1,0.0009379103
charms,0.5833333333,0.0013130745
charms / NNS,0.5833333333,0.0013130745
chase,0.7333333333,0.0020634027
chase / NN,0.7142857143,0.0018758207
chases,0.6666666667,0.0007503283
chases / VBZ,0.6666666667,0.0007503283
chateau,0.3333333333,0.0003751641
chateau / NNP,0.3333333333,0.0003751641
cheap,0.6296296296,0.0031888951
cheap / JJ,0.6296296296,0.0031888951
check,0.5,0.0013130745
check / VB,0.5454545455,0.0011254924
checklist,0.6,0.0005627462
checklist / NN,0.6,0.0005627462
cheer,0.3333333333,0.0003751641
cheer / NN,0.4,0.0003751641
cheese,0.625,0.0009379103
cheese / NN,0.5714285714,0.0007503283
cheesy,0.7692307692,0.0018758207
cheesy / JJ,0.7692307692,0.0018758207
chelsea,0.8888888889,0.0015006565
chelsea / NNP,0.8888888889,0.0015006565
chemistry,0.5185185185,0.0026261489
chemistry / NN,0.5185185185,0.0026261489
cherish,0.5,0.0005627462
chest,0.8333333333,0.0009379103
chest / NN,0.8333333333,0.0009379103
chew,0.3333333333,0.0003751641
chew / VB,0.3333333333,0.0003751641
chicago,0.4,0.0007503283
chicago / NNP,0.4,0.0007503283
chick,0.6666666667,0.0011254924
chick / NN,0.6666666667,0.0011254924
child,0.4117647059,0.0013130745
child / NN,0.4117647059,0.0013130745
childhood,0.4,0.0007503283
childhood / NN,0.4,0.0007503283
children,0.453125,0.0054398799
children / NNS,0.453125,0.0054398799
chiller,0.5,0.0007503283
chiller / NN,0.5,0.0007503283
chilling,0.0625,0.0001875821
chilling / VBG,0,0
chills,0.4444444444,0.0007503283
chills / NNS,0.5,0.0007503283
chilly,0.2,0.0003751641
chilly / JJ,0.2,0.0003751641
china,0.1111111111,0.0001875821
china / NNP,0.1111111111,0.0001875821
chinese,0.3125,0.0009379103
chinese / JJ,0.2666666667,0.0007503283
cho,0.2142857143,0.0005627462
cho / NN,0.2142857143,0.0005627462
choice,0.2857142857,0.0003751641
choice / NN,0.2857142857,0.0003751641
choices,0.4615384615,0.0011254924
choices / NNS,0.4615384615,0.0011254924
choose,0.6,0.0011254924
choose / VB,0.5,0.0007503283
chooses,0.4,0.0003751641
chooses / VBZ,0.4,0.0003751641
choppy,1,0.0018758207
choppy / JJ,1,0.0018758207
chops,0.4,0.0003751641
chops / NNS,0.4,0.0003751641
chord,0,0
chord / NN,0,0
chosen,0.8571428571,0.0011254924
chosen / VBN,0.8333333333,0.0009379103
chris,0.625,0.0018758207
chris / NNP,0.625,0.0018758207
christian,0.4545454545,0.0009379103
christian / JJ,0.4285714286,0.0005627462
christmas,0.5384615385,0.0013130745
christmas / NNP,0.5384615385,0.0013130745
christopher,0.2,0.0001875821
christopher / NNP,0.2,0.0001875821
chronicle,0.3333333333,0.0003751641
chronicle / NN,0.3333333333,0.0003751641
chuckle,0.3333333333,0.0003751641
chuckles,1,0.0013130745
chuckles / VBZ,1,0.0013130745
cia,0.8,0.0007503283
cia / NNP,0.8,0.0007503283
cinema,0.1724137931,0.002813731
cinema / NN,0.1842105263,0.0026261489
cinema / NNP,0.0909090909,0.0001875821
cinematic,0.4457831325,0.0069405365
cinematic / JJ,0.4457831325,0.0069405365
cinematography,0.5294117647,0.0016882386
cinematography / NN,0.5294117647,0.0016882386
cinta,0.6,0.0005627462
circuit,0.7142857143,0.0009379103
circuit / NN,0.6666666667,0.0007503283
city,0.3928571429,0.0020634027
city / NN,0.347826087,0.0015006565
city / NNP,0.6,0.0005627462
clarity,0.3333333333,0.0007503283
clarity / NN,0.3333333333,0.0007503283
clash,0.4,0.0003751641
clash / NN,0.4,0.0003751641
class,0.4615384615,0.0022509848
class / NN,0.44,0.0020634027
classic,0.5384615385,0.0052522979
